wavelength,absorption
504,0.6543229411764047
505,0.49717705882352387
506,0.409572745098017
507,0.5141108823529522
508,0.4240229411764512
509,0.4101372058823978
510,0.3731901671583344
511,0.501417674532915
512,0.3954047794117469
513,0.4801313421828928
514,0.47911231563425105
515,0.4642689950980322
516,0.49479400196655254
517,0.46620464601768014
518,0.4235753687316117
519,0.40081710914450847
520,0.5604646017698941
521,0.23779497041419936
522,0.24507588495578353
523,0.34726696252464023
524,0.2868529585798642
525,0.24619842209072945
526,0.25982564102563166
527,0.3200125246548146
528,0.2661850098619345
529,0.46741360946743
530,0.3841180761622445
531,0.2939115479722726
532,0.35086011374874626
533,0.09658291420117789
534,0.31002799208701226
535,0.26902604166664845
536,0.1933973293768469
537,0.35820647873391454
538,0.1471361111111373
539,0.3322948813055975
540,0.18838585558852103
541,0.0949302083332545
542,0.1727249999999893
543,0.4235874999999626
544,0.21939045138888272
545,0.3586263681591963
546,0.3438459203979924
547,0.17500972222220657
548,0.28741669154225163
549,0.0982498756218883
550,0.3402940298507563
551,0.3577670398009974
552,0.40044701492536766
553,0.2927445273631922
554,0.23528410447762663
555,0.13353722554891892
556,0.01174415422885057
557,0.08446631736528405
558,0.18956783582088377
559,0.3711921157684373
560,0.0549318363273471
561,0.227656836327345
562,0.2574211576845957
563,-0.00298792415183528
564,0.3127722972973601
565,0.2228301896207517
566,0.26101819319317465
567,0.21975322822821552
568,0.24384366866865623
569,0.2385990990991007
570,0.3123688688688663
571,0.25827821285138625
572,0.1870755255255198
573,0.364641666666654
574,0.17226255020083395
575,0.22255396586344117
576,0.21613747489959237
577,0.2624980672690431
578,0.3320564199395993
579,0.30880609264853076
580,0.4897063947632887
581,0.15440042670681128
582,0.30677676233636325
583,0.27330783132534237
584,0.28462807150048036
585,0.2720462235649565
586,0.34040566465254857
587,0.27714853977840537
588,0.17011586102719528
589,0.22721770202019537
590,0.27228904040404583
591,0.0974122474747589
592,0.1922656060605825
593,0.1654554292929338
594,0.08114166666666049
595,0.03873227272727034
596,0.15586666666665322
597,0.2965984848484685
598,0.24517499999998177
599,0.27007909090909443
600,0.1320666666666663
601,0.18281666666666083
602,0.134341666666654
603,0.16187499999999796
604,0.19460818089428392
605,0.1934916666666835
606,0.13808638211383406
607,0.04129999999995963
608,0.10602225609757272
609,0.02393107215448089
610,0.01449645769621101
611,0.20864334862384512
612,0.150833588175322
613,0.13193537206930597
614,0.2812430173292407
615,0.17947436289494664
616,0.03380550458714778
617,0.06538078491336452
618,0.09489867075665352
619,0.13422428644236045
620,0.07806180981596339
621,0.16937966360848725
622,0.03151659021406988
623,0.1448205521472439
624,0.05310086912064901
625,0.12109588445807414
626,-0.07812067995911118
627,0.05757499999999999
628,0.06040076687117609
629,-0.01895546153842845
630,0.00661374358974789
631,-0.01919166666666456
632,0.2284694102563977
633,-0.0564530256410337
634,-0.10235555555558476
635,0.02256797839507746
636,0.05497674358974507
637,-0.02961676954732948
638,0.11763780864196828
639,-0.05419868827161264
640,-0.10821967592592534
641,-0.11076671810698437
642,-0.03838333333334181
643,0.1174078431372576
644,-0.06800010288065224
645,-0.02339724794236112
646,-0.02198426212590485
647,-0.07052788957680871
648,0.00338676470589586
649,-0.07141914344685169
650,0.02228134674924336
651,0.03125330237357926
652,-0.07426340579708736
653,0.0256681114551328
654,0.12140815217389114
655,0.24418713768115663
656,0.12009692028982584
657,-0.08141557971011774
658,-0.0957795289854838
659,-0.07850049325026691
660,-0.00418509865000012
661,-0.17649158878505047
662,-0.00968551401871686
663,-0.05918925233643443
664,-0.06618434579438118
665,0.0998444963654922
666,0.08447920560750034
667,0.1169436137070715
668,-0.01853195312500579
669,-0.15761156249995867
670,0.03310562500001018
671,-0.05883445312505043
672,0.11388659874608266
673,-0.02695256008359541
674,0.00697878787878112
675,0.01353644200623505
676,0.15407479101360977
677,-0.01203239289445303
678,-0.01919166666663896
679,-0.01137061128525051
680,-0.01484638364779021
681,-0.02598996865207268
682,-0.05057426624738673
683,-0.0162948113207817
684,0.05359182389934158
685,0.08618144654087084
686,0.02752012578619525
687,0.10609732704395868
688,0.17544936908513006
689,-0.01168451629858151
690,0.1340389589905577
691,-0.07967266035751634
692,0.06029936908520047
693,-0.01020316455698996
694,-0.06291951476793536
695,-0.03190538906416485
696,0.1070724947257406
697,0.08259704641348892
698,-0.0138471518986569
699,-0.04129852320674875
700,-0.05393101265822016
701,0.03382834915611286
702,-0.16760722222229324
703,0.07476247362871116
704,-0.1283100000000534
705,-0.04642555555552
706,-0.04989833333336399
707,0.2034316666667124
708,-0.07419962845013499
709,-0.05757500000001069
710,0.14025148148141278
711,-7.334394904300832e-4
712,0.05757500000000633
713,0.04278397027599474
714,-0.02481470276007813
715,-0.01748030785565404
716,-0.06536203407875885
717,7.334394905387802e-4
718,-0.13440298189566544
719,0.1865209265176065
720,0.01291746794881633
721,0.104419834930778
722,-0.04604773695424376
723,-0.01587003205125294
724,-0.13341899038461913
725,5.54315707917974e-14
726,-0.01919166666671998
727,0.14196912393168387
728,-0.04465753205127744
729,0.0183305021367289
730,-0.05726645230438476
731,-0.08842976956061895
732,-0.03085476956055278
733,0.1453876741693477
734,0.02548603965702214
735,0.0069114683815818204
736,-0.02764587352625272
737,0.05757499999999999
738,0.07658094086023791
739,0.06450876344086767
740,0.05051741935483093
741,-0.01919166666664123
742,0.01919166666667943
743,0.0072433064515958
744,-0.01788737864076528
745,0.0236635113268352
746,0.08347443365693315
747,-0.12372103559866818
748,0.02857011866236223
749,0.3394254314994155
750,0.16624469696968708
751,0.09633219696969722
752,0.0861451186623239
753,0.0060441287876978
754,0.1493585227272525
755,0.2865041666667002
756,-0.0448847448425695
757,0.07863598484848595
758,0.00550119435397781
759,0.09708357763300952
760,-0.1185367647058342
761,-0.00631387079265287
762,0.14901764705881407
763,-0.07356805555556449
764,-0.15353333333333757
765,-0.05613248910671063
766,0.17937309368188334
767,-0.01705226775948909
768,0.03091990740741605
769,0.0510523420479466
770,0.00251693989071109
771,0.09194438997823964
772,0.08834459016395202
773,0.03624393442627482
774,-0.1094239617486226
775,0.01296224043716149
776,0.11262478070175114
777,0.24791857923502467
778,0.00346079234975898
779,0.1497455043859707
780,0.1784067434210444
781,0.01445688048244632
782,0.00202017543864927
783,0.02941880482456423
784,-0.12294067656764594
785,-0.01228773377338752
786,0.23429034653466657
787,-0.11907700770086938
788,0.10602920792078575
789,0.1066344922737084
790,0.1250635761588611
791,-0.06761567328921808
792,-0.07524150110371838
793,0.03228267108172539
794,-0.07505085540850703
795,0.01919166666666015
796,0.12633454746139658
797,0.1247777131783895
798,0.1210796511628066
799,0.23388244444441875
800,0.3423257751938298
